,0
81719,2
81720,0
81721,0
81722,0
81723,0
81724,0
81725,0
81726,2
81727,0
81728,1
81729,0
81730,0
81731,0
81732,2
81733,2
81734,2
81735,1
81736,0
81737,0
81738,0
81739,2
81740,0
81741,2
81742,1
81743,0
81744,2
81745,2
81746,0
81747,0
81748,1
81749,0
81750,0
81751,0
81752,0
81753,2
81754,0
81755,0
81756,0
81757,1
81758,0
81759,0
81760,2
81761,2
81762,0
81763,0
81764,2
81765,0
81766,1
81767,2
81768,2
81769,0
81770,2
81771,2
81772,0
81773,2
81774,1
81775,1
81776,1
81777,0
81778,1
81779,2
81780,2
81781,2
81782,2
81783,0
81784,2
81785,2
81786,1
81787,2
81788,1
81789,1
81790,2
81791,0
81792,0
81793,0
81794,1
81795,2
81796,0
81797,0
81798,0
81799,0
81800,1
81801,0
81802,1
81803,0
81804,0
81805,0
81806,1
81807,2
81808,0
81809,0
81810,2
81811,0
81812,0
81813,2
81814,2
81815,0
81816,0
81817,1
81818,2
81819,2
81820,0
81821,1
81822,0
81823,0
81824,2
81825,0
81826,1
81827,2
81828,0
81829,2
81830,0
81831,2
81832,0
81833,2
81834,1
81835,1
81836,1
81837,0
81838,0
81839,0
81840,0
81841,1
81842,0
81843,0
81844,2
81845,1
81846,0
81847,0
81848,0
81849,1
81850,0
81851,0
81852,2
81853,1
81854,0
81855,1
81856,0
81857,2
81858,1
81859,0
81860,2
81861,0
81862,1
81863,0
81864,0
81865,1
81866,0
81867,1
81868,1
81869,0
81870,1
81871,2
81872,1
81873,2
81874,0
81875,0
81876,0
81877,0
81878,0
81879,2
81880,0
81881,0
81882,2
81883,2
81884,2
81885,0
81886,0
81887,1
81888,2
81889,2
81890,2
81891,1
81892,0
81893,2
81894,0
81895,1
81896,1
81897,1
81898,2
81899,0
81900,0
81901,1
81902,1
81903,2
81904,2
81905,2
81906,1
81907,1
81908,0
81909,1
81910,2
81911,0
81912,2
81913,0
81914,2
81915,2
81916,2
81917,1
81918,0
81919,1
81920,2
81921,1
81922,0
81923,1
81924,2
81925,1
81926,2
81927,1
81928,0
81929,2
81930,2
81931,0
81932,0
81933,0
81934,2
81935,1
81936,0
81937,1
81938,0
81939,2
81940,0
81941,2
81942,0
81943,0
81944,0
81945,2
81946,1
81947,2
81948,0
81949,0
81950,0
81951,1
81952,0
81953,0
81954,1
81955,0
81956,0
81957,1
81958,2
81959,2
81960,2
81961,0
81962,0
81963,1
81964,0
81965,2
81966,0
81967,1
81968,0
81969,1
81970,0
81971,0
81972,2
81973,1
81974,1
81975,0
81976,1
81977,0
81978,0
81979,0
81980,2
81981,2
81982,0
81983,0
81984,2
81985,2
81986,0
81987,0
81988,1
81989,1
81990,2
81991,0
81992,0
81993,0
81994,1
81995,0
81996,1
81997,2
81998,2
81999,0
82000,2
82001,2
82002,1
82003,2
82004,0
82005,1
82006,2
82007,1
82008,2
82009,1
82010,2
82011,2
82012,2
82013,0
82014,0
82015,1
82016,0
82017,1
82018,2
82019,0
82020,1
82021,2
82022,2
82023,0
82024,0
82025,0
82026,0
82027,0
82028,0
82029,0
82030,0
82031,0
82032,0
82033,0
82034,0
82035,1
82036,0
82037,2
82038,2
82039,2
82040,2
82041,2
82042,0
82043,1
82044,1
82045,2
82046,2
82047,0
82048,1
82049,0
82050,1
82051,0
82052,2
82053,0
82054,1
82055,1
82056,0
82057,1
82058,2
82059,1
82060,2
82061,0
82062,1
82063,1
82064,1
82065,1
82066,1
82067,2
82068,2
82069,0
82070,0
82071,0
82072,2
82073,1
82074,2
82075,0
82076,0
82077,2
82078,1
82079,0
82080,2
82081,0
82082,2
82083,2
82084,0
82085,2
82086,1
82087,2
82088,1
82089,1
82090,1
82091,0
82092,0
82093,0
82094,0
82095,0
82096,2
82097,2
82098,0
82099,0
82100,0
82101,0
82102,1
82103,1
82104,1
82105,0
82106,0
82107,1
82108,2
82109,2
82110,1
82111,2
82112,2
82113,2
82114,1
82115,2
82116,0
82117,0
82118,0
82119,1
82120,2
82121,0
82122,0
82123,0
82124,1
82125,0
82126,0
82127,2
82128,0
82129,0
82130,1
82131,1
82132,0
82133,0
82134,2
82135,0
82136,0
82137,1
82138,2
82139,0
82140,0
82141,2
82142,0
82143,1
82144,1
82145,0
82146,0
82147,2
82148,0
82149,1
82150,0
82151,0
82152,0
82153,0
82154,1
82155,1
82156,1
82157,2
82158,2
82159,1
82160,0
82161,2
82162,1
82163,1
82164,0
82165,1
82166,2
82167,0
82168,0
82169,2
82170,1
82171,1
82172,2
82173,2
82174,2
82175,2
82176,1
82177,2
82178,1
82179,1
82180,2
82181,2
82182,0
82183,2
82184,0
82185,1
82186,1
82187,0
82188,2
82189,2
82190,0
82191,0
82192,0
82193,2
82194,1
82195,1
82196,0
82197,0
82198,2
82199,2
82200,2
82201,1
82202,2
82203,1
82204,2
82205,0
82206,0
82207,2
82208,0
82209,2
82210,2
82211,0
82212,0
82213,2
82214,0
82215,0
82216,2
82217,1
82218,2
82219,0
82220,1
82221,2
82222,1
82223,1
82224,2
82225,0
82226,1
82227,0
82228,0
82229,0
82230,1
82231,0
82232,2
82233,0
82234,1
82235,2
82236,2
82237,2
82238,2
82239,2
82240,2
82241,0
82242,1
82243,2
82244,2
82245,1
82246,1
82247,1
82248,1
82249,1
82250,2
82251,2
82252,0
82253,1
82254,2
82255,0
82256,1
82257,2
82258,0
82259,1
82260,0
82261,2
82262,2
82263,0
82264,2
82265,0
82266,1
82267,0
82268,0
82269,0
82270,1
82271,2
82272,2
82273,0
82274,1
82275,0
82276,2
82277,0
82278,0
82279,2
82280,1
82281,0
82282,2
82283,0
82284,1
82285,1
82286,1
82287,2
82288,2
82289,0
82290,0
82291,0
82292,0
82293,0
82294,1
82295,0
82296,2
82297,0
82298,0
82299,2
82300,2
82301,2
82302,0
82303,2
82304,1
82305,2
82306,2
82307,2
82308,2
82309,0
82310,2
82311,1
82312,0
82313,2
82314,0
82315,2
82316,2
82317,2
82318,2
82319,0
82320,0
82321,0
82322,0
82323,1
82324,0
82325,0
82326,0
82327,0
82328,0
82329,0
82330,0
82331,1
82332,0
82333,0
82334,0
82335,0
82336,2
82337,0
82338,1
82339,1
82340,2
82341,0
82342,1
82343,2
82344,0
82345,2
82346,2
82347,0
82348,0
82349,1
82350,2
82351,0
82352,1
82353,0
82354,1
82355,1
82356,1
82357,2
82358,0
82359,2
82360,0
82361,2
82362,2
82363,0
82364,0
82365,0
82366,2
82367,2
82368,1
82369,1
82370,2
82371,1
82372,2
82373,2
82374,2
82375,2
82376,2
82377,2
82378,0
82379,0
82380,0
82381,1
82382,0
82383,1
82384,2
82385,2
82386,2
82387,1
82388,0
82389,0
82390,1
82391,1
82392,1
82393,2
82394,1
82395,0
82396,1
82397,0
82398,2
82399,2
82400,2
82401,0
82402,0
82403,0
82404,1
82405,1
82406,2
82407,0
82408,2
82409,0
82410,0
82411,0
82412,2
82413,1
82414,0
82415,0
82416,0
82417,0
82418,1
82419,2
82420,1
82421,0
82422,1
82423,0
82424,2
82425,1
82426,2
82427,1
82428,0
82429,0
82430,1
82431,0
82432,0
82433,2
82434,1
82435,2
82436,2
82437,2
82438,0
82439,1
82440,1
82441,1
82442,2
82443,1
82444,0
82445,1
82446,0
82447,2
82448,2
82449,2
82450,0
82451,2
82452,0
82453,1
82454,1
82455,1
82456,0
82457,2
82458,2
82459,1
82460,2
82461,2
82462,2
82463,2
82464,2
82465,0
82466,0
82467,1
82468,2
82469,1
82470,1
82471,2
82472,0
82473,0
82474,0
82475,2
82476,1
82477,1
82478,1
82479,2
82480,2
82481,0
82482,1
82483,1
82484,2
82485,1
82486,1
82487,0
82488,1
82489,1
82490,2
82491,2
82492,0
82493,2
82494,2
82495,0
82496,0
82497,1
82498,1
82499,1
82500,1
82501,0
82502,1
82503,0
82504,2
82505,2
82506,1
82507,2
82508,1
82509,0
82510,0
82511,0
82512,2
82513,2
82514,0
82515,0
82516,2
82517,0
82518,2
82519,0
82520,1
82521,0
82522,0
82523,0
82524,2
82525,0
82526,2
82527,0
82528,2
82529,2
82530,2
82531,1
82532,2
82533,0
82534,0
82535,0
82536,0
82537,1
82538,0
82539,1
82540,0
82541,2
82542,2
82543,1
82544,0
82545,1
82546,2
82547,2
82548,0
82549,0
82550,2
82551,2
82552,0
82553,0
82554,2
82555,1
82556,2
82557,2
82558,0
82559,0
82560,2
82561,2
82562,2
82563,2
82564,0
82565,1
82566,0
82567,1
82568,0
82569,0
82570,2
82571,0
82572,1
82573,0
82574,2
82575,1
82576,1
82577,1
82578,0
82579,2
82580,0
82581,0
82582,0
82583,0
82584,1
82585,2
82586,2
82587,0
82588,2
82589,0
82590,0
82591,2
82592,1
82593,0
82594,1
82595,1
82596,2
82597,2
82598,0
82599,2
82600,2
82601,1
82602,2
82603,2
82604,1
82605,2
82606,1
82607,1
82608,2
82609,0
82610,1
82611,2
82612,1
82613,0
82614,1
82615,1
82616,0
82617,1
82618,2
82619,1
82620,2
82621,1
82622,1
82623,2
82624,0
82625,0
82626,2
82627,1
82628,2
82629,0
82630,1
82631,0
82632,0
82633,1
82634,0
82635,0
82636,0
82637,2
82638,2
82639,2
82640,2
82641,2
82642,2
82643,2
82644,0
82645,0
82646,0
82647,0
82648,2
82649,2
82650,1
82651,1
82652,0
82653,0
82654,0
82655,1
82656,0
82657,0
82658,2
82659,2
82660,2
82661,1
82662,1
82663,2
82664,0
82665,2
82666,0
82667,1
82668,2
82669,2
82670,0
82671,2
82672,1
82673,0
82674,0
82675,0
82676,2
82677,2
82678,2
82679,2
82680,2
82681,2
82682,0
82683,2
82684,1
82685,2
82686,1
82687,2
82688,1
82689,1
82690,1
82691,0
82692,0
82693,1
82694,1
82695,1
82696,1
82697,1
82698,1
82699,0
82700,2
82701,2
82702,2
82703,1
82704,0
82705,0
82706,2
82707,1
82708,1
82709,0
82710,2
82711,1
82712,0
82713,2
82714,2
82715,0
82716,0
82717,1
82718,2
82719,1
82720,1
82721,0
82722,0
82723,0
82724,0
82725,2
82726,0
82727,1
82728,1
82729,0
82730,2
82731,2
82732,1
82733,1
82734,0
82735,0
82736,1
82737,1
82738,0
82739,0
82740,1
82741,0
82742,0
82743,2
82744,2
82745,2
82746,2
82747,2
82748,2
82749,0
82750,2
82751,2
82752,0
82753,0
82754,0
82755,0
82756,2
82757,2
82758,2
82759,0
82760,0
82761,2
82762,0
82763,2
82764,0
82765,0
82766,2
82767,1
82768,0
82769,2
82770,2
82771,1
82772,1
82773,0
82774,0
82775,1
82776,0
82777,2
82778,2
82779,2
82780,0
82781,2
82782,1
82783,0
82784,0
82785,1
82786,0
82787,2
82788,0
82789,0
82790,0
82791,2
82792,0
82793,0
82794,1
82795,0
82796,2
82797,1
82798,2
82799,0
82800,2
82801,0
82802,0
82803,2
82804,1
82805,2
82806,0
82807,2
82808,0
82809,0
82810,2
82811,2
82812,0
82813,0
82814,2
82815,0
82816,1
82817,1
82818,1
82819,0
82820,2
82821,2
82822,0
82823,1
82824,2
82825,0
82826,2
82827,2
82828,2
82829,2
82830,2
82831,1
82832,2
82833,0
82834,2
82835,2
82836,0
82837,2
82838,0
82839,1
82840,0
82841,1
82842,2
82843,1
82844,2
82845,2
82846,1
82847,0
82848,2
82849,2
82850,1
82851,0
82852,0
82853,2
82854,1
82855,2
82856,1
82857,1
82858,0
82859,2
82860,2
82861,1
82862,1
82863,1
82864,2
82865,1
82866,2
82867,2
82868,1
82869,1
82870,2
82871,1
82872,1
82873,0
82874,0
82875,1
82876,0
82877,2
82878,1
82879,0
82880,0
82881,0
82882,2
82883,0
82884,2
82885,1
82886,2
82887,0
82888,2
82889,1
82890,2
82891,2
82892,1
82893,2
82894,1
82895,2
82896,2
82897,0
82898,1
82899,1
82900,1
82901,2
82902,1
82903,0
82904,1
82905,1
82906,0
82907,2
82908,0
82909,0
82910,1
82911,0
82912,2
82913,2
82914,0
82915,0
82916,1
82917,0
82918,1
82919,1
82920,0
82921,2
82922,2
82923,1
82924,1
82925,0
82926,0
82927,0
82928,1
82929,1
82930,2
82931,2
82932,2
82933,2
82934,1
82935,0
82936,2
82937,2
82938,0
82939,2
82940,0
82941,0
82942,2
82943,2
82944,0
82945,0
82946,1
82947,0
82948,1
82949,1
82950,0
82951,2
82952,0
82953,1
82954,1
82955,1
82956,1
82957,0
82958,2
82959,0
82960,1
82961,2
82962,1
82963,0
82964,2
82965,1
82966,2
82967,1
82968,2
82969,2
82970,2
82971,1
82972,1
82973,1
82974,0
82975,2
82976,0
82977,0
82978,1
82979,2
82980,1
82981,2
82982,0
82983,0
82984,0
82985,1
82986,0
82987,2
82988,0
82989,2
82990,0
82991,2
82992,2
82993,1
82994,1
82995,1
82996,1
82997,2
82998,0
82999,2
83000,2
83001,2
83002,0
83003,1
83004,0
83005,2
83006,1
83007,0
83008,0
83009,2
83010,2
83011,0
83012,1
83013,0
83014,1
83015,1
83016,1
83017,1
83018,0
83019,0
83020,1
83021,1
83022,0
83023,1
83024,1
83025,1
83026,2
83027,1
83028,0
83029,0
83030,0
83031,2
83032,0
83033,0
83034,0
83035,0
83036,2
83037,0
83038,2
83039,2
83040,0
83041,0
83042,0
83043,1
83044,1
83045,2
83046,2
83047,0
83048,0
83049,1
83050,0
83051,1
83052,0
83053,1
83054,0
83055,0
83056,1
83057,0
83058,1
83059,2
83060,2
83061,1
83062,2
83063,2
83064,0
83065,0
83066,2
83067,2
83068,2
83069,1
83070,1
83071,2
83072,0
83073,1
83074,0
83075,2
83076,0
83077,2
83078,2
83079,2
83080,2
83081,1
83082,1
83083,0
83084,2
83085,2
83086,2
83087,2
83088,0
83089,1
83090,2
83091,2
83092,0
83093,0
83094,0
83095,2
83096,0
83097,0
83098,1
83099,1
83100,1
83101,1
83102,2
83103,0
83104,2
83105,0
83106,1
83107,0
83108,0
83109,0
83110,0
83111,0
83112,1
83113,0
83114,2
83115,2
83116,1
83117,0
83118,1
83119,0
83120,1
83121,1
83122,0
83123,1
83124,2
83125,1
83126,0
83127,0
83128,0
83129,2
83130,1
83131,2
83132,2
83133,0
83134,2
83135,2
83136,2
83137,1
83138,2
83139,1
83140,0
83141,0
83142,1
83143,2
83144,0
83145,0
83146,2
83147,0
83148,0
83149,0
83150,0
83151,2
83152,1
83153,2
83154,0
83155,2
83156,0
83157,1
83158,0
83159,0
83160,2
83161,2
83162,1
83163,0
83164,0
83165,1
83166,0
83167,1
83168,1
83169,0
83170,2
83171,2
83172,0
83173,0
83174,0
83175,2
83176,2
83177,1
83178,1
83179,1
83180,0
83181,1
83182,2
83183,2
83184,2
83185,0
83186,2
83187,2
83188,0
83189,1
83190,0
83191,0
83192,2
83193,2
83194,0
83195,2
83196,2
83197,2
83198,0
83199,1
83200,2
83201,0
83202,0
83203,1
83204,1
83205,1
83206,2
83207,0
83208,0
83209,2
83210,2
83211,1
83212,1
83213,0
83214,0
83215,1
83216,0
83217,1
83218,0
83219,1
83220,2
83221,2
83222,1
83223,0
83224,2
83225,0
83226,1
83227,2
83228,2
83229,0
83230,1
83231,2
83232,2
83233,0
83234,2
83235,0
83236,2
83237,1
83238,0
83239,0
83240,2
83241,0
83242,0
83243,0
83244,2
83245,2
83246,2
83247,0
83248,2
83249,0
83250,0
83251,2
83252,1
83253,2
83254,0
83255,2
83256,0
83257,1
83258,2
83259,2
83260,0
83261,2
83262,0
83263,0
83264,0
83265,2
83266,1
83267,1
83268,0
83269,0
83270,1
83271,2
83272,1
83273,1
83274,1
83275,0
83276,0
83277,0
83278,0
83279,1
83280,2
83281,0
83282,0
83283,2
83284,2
83285,1
83286,2
83287,0
83288,1
83289,2
83290,0
83291,0
83292,2
83293,1
83294,2
83295,0
83296,0
83297,0
83298,0
83299,2
83300,0
83301,2
83302,0
83303,0
83304,0
83305,1
83306,0
83307,2
83308,2
83309,1
83310,1
83311,0
83312,2
83313,2
83314,1
83315,2
83316,0
83317,0
83318,2
83319,0
83320,2
83321,1
83322,0
83323,2
83324,0
83325,2
83326,2
83327,0
83328,1
83329,0
83330,2
83331,0
83332,0
83333,2
83334,0
83335,1
83336,1
83337,0
83338,0
83339,2
83340,2
83341,0
83342,2
83343,2
83344,2
83345,2
83346,0
83347,2
83348,2
83349,0
83350,2
83351,2
83352,2
83353,2
83354,2
83355,0
83356,1
83357,0
83358,2
83359,2
83360,2
83361,0
83362,0
83363,2
83364,2
83365,2
83366,0
83367,2
83368,1
83369,0
83370,2
83371,2
83372,2
83373,1
83374,0
83375,1
83376,2
83377,2
83378,1
83379,1
83380,2
83381,0
83382,2
83383,0
83384,0
83385,0
83386,2
83387,2
83388,2
83389,2
83390,2
83391,0
83392,0
83393,0
83394,1
83395,1
83396,2
83397,0
83398,2
83399,0
83400,0
83401,0
83402,1
83403,1
83404,1
83405,0
83406,2
83407,0
83408,0
83409,1
83410,2
83411,2
83412,2
83413,1
83414,0
83415,2
83416,1
83417,0
83418,0
83419,0
83420,0
83421,2
83422,2
83423,2
83424,0
83425,2
83426,1
83427,1
83428,2
83429,2
83430,1
83431,0
83432,0
83433,2
83434,1
83435,2
83436,2
83437,0
83438,2
83439,0
83440,2
83441,1
83442,0
83443,1
83444,2
83445,0
83446,2
83447,1
83448,2
83449,0
83450,2
83451,0
83452,0
83453,2
83454,0
83455,2
83456,2
83457,1
83458,0
83459,0
83460,0
83461,0
83462,2
83463,1
83464,1
83465,0
83466,0
83467,0
83468,0
83469,0
83470,1
83471,2
83472,0
83473,2
83474,0
83475,2
83476,0
83477,0
83478,2
83479,2
83480,0
83481,2
83482,2
83483,1
83484,2
83485,0
83486,1
83487,0
83488,2
83489,1
83490,1
83491,0
83492,0
83493,0
83494,0
83495,1
83496,2
83497,2
83498,0
83499,2
83500,0
83501,0
83502,1
83503,2
83504,0
83505,0
83506,0
83507,1
83508,2
83509,0
83510,2
83511,0
83512,0
83513,0
83514,0
83515,2
83516,2
83517,0
83518,0
83519,1
83520,2
83521,1
83522,0
83523,2
83524,1
83525,0
83526,0
83527,2
83528,2
83529,0
83530,2
83531,1
83532,0
83533,2
83534,0
83535,0
83536,0
83537,0
83538,0
83539,0
83540,0
83541,0
83542,1
83543,1
83544,2
83545,2
83546,2
83547,2
83548,0
83549,2
83550,0
83551,2
83552,2
83553,0
83554,0
83555,0
83556,0
83557,0
83558,1
83559,2
83560,0
83561,0
83562,1
83563,1
83564,2
83565,0
83566,0
83567,1
83568,1
83569,0
83570,0
83571,2
83572,0
83573,0
83574,1
83575,0
83576,1
83577,0
83578,2
83579,1
83580,0
83581,2
83582,2
83583,0
83584,0
83585,2
83586,2
83587,2
83588,2
83589,1
83590,1
83591,1
83592,1
83593,2
83594,0
83595,1
83596,2
83597,2
83598,0
83599,0
83600,1
83601,2
83602,2
83603,2
83604,1
83605,0
83606,2
83607,0
83608,0
83609,0
83610,0
83611,2
83612,0
83613,2
83614,2
83615,2
83616,1
83617,2
83618,2
83619,2
83620,0
83621,1
83622,0
83623,0
83624,0
83625,2
83626,2
83627,2
83628,2
83629,1
83630,0
83631,0
83632,0
83633,2
83634,0
83635,1
83636,2
83637,1
83638,0
83639,2
83640,1
83641,0
83642,2
83643,2
83644,0
83645,2
83646,1
83647,0
83648,2
83649,1
83650,1
83651,0
83652,2
83653,2
83654,0
83655,2
83656,1
83657,2
83658,0
83659,2
83660,1
83661,2
83662,0
83663,0
83664,0
83665,0
83666,0
83667,2
83668,0
83669,2
83670,0
83671,0
83672,1
83673,1
83674,2
83675,0
83676,0
83677,2
83678,1
83679,1
83680,1
83681,0
83682,2
83683,1
83684,2
83685,2
83686,0
83687,1
83688,2
83689,2
83690,2
83691,2
83692,1
83693,0
83694,0
83695,2
83696,2
83697,1
83698,0
83699,0
83700,0
83701,0
83702,2
83703,0
83704,0
83705,2
83706,2
83707,0
83708,2
83709,0
83710,2
83711,2
83712,1
83713,1
83714,2
83715,1
83716,0
83717,2
83718,2
83719,2
83720,2
83721,2
83722,0
83723,1
83724,0
83725,1
83726,1
83727,2
83728,2
83729,1
83730,1
83731,2
83732,1
83733,0
83734,2
83735,1
83736,0
83737,0
83738,1
83739,2
83740,1
83741,1
83742,0
83743,2
83744,2
83745,2
83746,0
83747,0
83748,1
83749,0
83750,2
83751,1
83752,2
83753,0
83754,0
83755,2
83756,2
83757,1
83758,1
83759,1
83760,1
83761,0
83762,1
83763,0
83764,0
83765,1
83766,1
83767,1
83768,1
83769,1
83770,0
83771,0
83772,0
83773,0
83774,2
83775,0
83776,2
83777,2
83778,0
83779,0
83780,2
83781,2
83782,0
83783,0
83784,0
83785,0
83786,2
83787,0
83788,0
83789,1
83790,1
83791,2
83792,0
83793,0
83794,0
83795,2
83796,2
83797,2
83798,2
83799,0
83800,2
83801,1
83802,0
83803,2
83804,0
83805,0
83806,2
83807,0
83808,0
83809,0
83810,2
83811,1
83812,1
83813,0
83814,1
83815,2
83816,2
83817,2
83818,2
83819,1
83820,1
83821,0
83822,0
83823,1
83824,0
83825,2
83826,0
83827,0
83828,2
83829,0
83830,2
83831,2
83832,0
83833,2
83834,0
83835,0
83836,0
83837,1
83838,2
83839,0
83840,1
83841,2
83842,1
83843,1
83844,0
83845,1
83846,0
83847,2
83848,2
83849,2
83850,0
83851,2
83852,1
83853,2
83854,2
83855,2
83856,2
83857,0
83858,1
83859,1
83860,0
83861,1
83862,2
83863,1
83864,2
83865,1
83866,0
83867,0
83868,0
83869,2
83870,1
83871,2
83872,1
83873,2
83874,2
83875,0
83876,1
83877,1
83878,2
83879,0
83880,0
83881,0
83882,1
83883,1
83884,1
83885,0
83886,0
83887,1
83888,1
83889,0
83890,2
83891,0
83892,2
83893,2
83894,2
83895,0
83896,2
83897,2
83898,0
83899,0
83900,1
83901,2
83902,0
83903,2
83904,0
83905,2
83906,0
83907,2
83908,0
83909,0
83910,0
83911,2
83912,2
83913,0
83914,0
83915,0
83916,1
83917,0
83918,0
83919,0
83920,0
83921,0
83922,0
83923,0
83924,2
83925,2
83926,0
83927,0
83928,2
83929,0
83930,1
83931,0
83932,0
83933,2
83934,2
83935,0
83936,2
83937,2
83938,0
83939,2
83940,0
83941,0
83942,2
83943,0
83944,2
83945,2
83946,0
83947,2
83948,0
83949,1
83950,0
83951,2
83952,1
83953,1
83954,0
83955,0
83956,2
83957,0
83958,2
83959,1
83960,1
83961,2
83962,1
83963,1
83964,0
83965,0
83966,0
83967,1
83968,0
83969,1
83970,0
83971,1
83972,2
83973,0
83974,1
83975,1
83976,2
83977,1
83978,1
83979,1
83980,0
83981,1
83982,1
83983,0
83984,2
83985,1
83986,0
83987,0
83988,0
83989,2
83990,1
83991,2
83992,1
83993,1
83994,1
83995,0
83996,0
83997,0
83998,0
83999,0
84000,0
84001,2
84002,0
84003,0
84004,0
84005,0
84006,0
84007,2
84008,2
84009,1
84010,0
84011,2
84012,0
84013,2
84014,2
84015,0
84016,1
84017,2
84018,2
84019,0
84020,2
84021,1
84022,2
84023,0
84024,1
84025,2
84026,2
84027,1
84028,2
84029,1
84030,2
84031,0
84032,0
84033,0
84034,0
84035,2
84036,0
84037,1
84038,1
84039,1
84040,0
84041,0
84042,0
84043,0
84044,0
84045,0
84046,1
84047,0
84048,0
84049,1
84050,2
84051,2
84052,2
84053,1
84054,0
84055,2
84056,0
84057,2
84058,1
84059,2
84060,2
84061,1
84062,0
84063,2
84064,2
84065,2
84066,1
84067,0
84068,0
84069,0
84070,0
84071,2
84072,0
84073,0
84074,1
84075,1
84076,0
84077,2
84078,2
84079,0
84080,2
84081,2
84082,2
84083,0
84084,0
84085,2
84086,2
84087,0
84088,2
84089,2
84090,1
84091,2
84092,0
84093,0
84094,0
84095,0
84096,1
84097,0
84098,2
84099,0
84100,1
84101,2
84102,0
84103,2
84104,2
84105,0
84106,1
84107,0
84108,0
84109,0
84110,0
84111,2
84112,0
84113,1
84114,0
84115,2
84116,2
84117,2
84118,1
84119,0
84120,2
84121,0
84122,0
84123,0
84124,2
84125,1
84126,2
84127,0
84128,1
84129,1
84130,0
84131,0
84132,0
84133,0
84134,2
84135,0
84136,2
84137,0
84138,1
84139,2
84140,1
84141,2
84142,0
84143,1
84144,0
84145,0
84146,2
84147,2
84148,0
84149,0
84150,0
84151,0
84152,0
84153,1
84154,2
84155,2
84156,2
84157,2
84158,2
84159,1
84160,2
84161,0
84162,0
84163,1
84164,2
84165,1
84166,0
84167,0
84168,1
84169,0
84170,0
84171,0
84172,1
84173,0
84174,1
84175,0
84176,0
84177,0
84178,2
84179,0
84180,2
84181,0
84182,0
84183,1
84184,0
84185,1
84186,0
84187,1
84188,0
84189,2
84190,1
84191,0
84192,2
84193,0
84194,1
84195,0
84196,0
84197,1
84198,1
84199,2
84200,0
84201,0
84202,2
84203,2
84204,0
84205,0
84206,0
84207,0
84208,1
84209,0
84210,0
84211,0
84212,0
84213,1
84214,2
84215,0
84216,1
84217,2
84218,1
84219,1
84220,2
84221,0
84222,2
84223,0
84224,2
84225,0
84226,0
84227,1
84228,2
84229,2
84230,1
84231,2
84232,0
84233,2
84234,0
84235,1
84236,0
84237,1
84238,1
84239,2
84240,1
84241,2
84242,2
84243,1
84244,0
84245,2
84246,1
84247,2
84248,2
84249,2
84250,0
84251,0
84252,0
84253,0
84254,0
84255,0
84256,2
84257,1
84258,1
84259,2
84260,0
84261,1
84262,2
84263,2
84264,0
84265,2
84266,2
84267,2
84268,1
84269,0
84270,2
84271,2
84272,1
84273,2
84274,2
84275,2
84276,2
84277,1
84278,2
84279,0
84280,2
84281,1
84282,0
84283,2
84284,1
84285,2
84286,1
84287,0
84288,0
84289,1
84290,2
84291,0
84292,2
84293,1
84294,0
84295,1
84296,0
84297,0
84298,0
84299,0
84300,0
84301,2
84302,2
84303,0
84304,2
84305,1
84306,0
84307,0
84308,1
84309,2
84310,2
84311,0
84312,2
84313,0
84314,2
84315,2
84316,0
84317,1
84318,0
84319,0
84320,1
84321,1
84322,0
84323,2
84324,0
84325,0
84326,0
84327,1
84328,2
84329,0
84330,1
84331,0
84332,0
84333,2
84334,1
84335,1
84336,0
84337,2
84338,2
84339,0
84340,2
84341,2
84342,0
84343,1
84344,1
84345,2
84346,2
84347,2
84348,1
84349,1
84350,2
84351,0
84352,1
84353,0
84354,1
84355,1
84356,2
84357,0
84358,1
84359,0
84360,2
84361,0
84362,2
84363,2
84364,2
84365,2
84366,0
84367,0
84368,1
84369,2
84370,0
84371,2
84372,2
84373,0
84374,0
84375,0
84376,1
84377,2
84378,2
84379,0
84380,2
84381,1
84382,2
84383,2
84384,2
84385,2
84386,2
84387,0
84388,1
84389,0
84390,1
84391,0
84392,0
84393,2
84394,0
84395,2
84396,2
84397,1
84398,2
84399,1
84400,1
84401,2
84402,2
84403,2
84404,2
84405,1
84406,0
84407,0
84408,0
84409,2
84410,1
84411,2
84412,1
84413,2
84414,2
84415,0
84416,1
84417,1
84418,1
84419,1
84420,1
84421,1
84422,2
84423,0
84424,2
84425,2
84426,1
84427,1
84428,2
84429,2
84430,1
84431,1
84432,0
84433,0
84434,1
84435,1
84436,0
84437,0
84438,2
84439,0
84440,2
84441,2
84442,2
84443,0
84444,0
84445,0
84446,2
84447,2
84448,0
84449,1
84450,0
84451,0
84452,2
84453,1
84454,0
84455,1
84456,0
84457,0
84458,1
84459,0
84460,1
84461,2
84462,0
84463,2
84464,2
84465,0
84466,0
84467,0
84468,2
84469,1
84470,0
84471,2
84472,0
84473,2
84474,0
84475,1
84476,1
84477,0
84478,1
84479,0
84480,0
84481,1
84482,0
84483,2
84484,1
84485,0
84486,0
84487,2
84488,1
84489,0
84490,2
84491,0
84492,1
84493,1
84494,0
84495,1
84496,1
84497,2
84498,2
84499,1
84500,1
84501,1
84502,1
84503,2
84504,2
84505,2
84506,1
84507,1
84508,2
84509,1
84510,2
84511,2
84512,2
84513,0
84514,2
84515,2
84516,2
84517,2
